REF_DATE,GEO,Sex,Age group,Dissatisfied,Going to school,Have not worked in last year,Job leavers,Jobs losers,Never worked,Other reasons,Own illness or disability,Permanent layoff,Personal or family reasons,Retired,Temporary layoff
2003,Manitoba,Males,1,3800.0,12200.0,3800.0,18600.0,10300.0,18200.0,500.0,0.0,9900.0,500.0,0.0,0.0
2003,Manitoba,Males,2,2900.0,2200.0,22500.0,9600.0,15000.0,3500.0,700.0,1600.0,13000.0,0.0,0.0,2000.0
2003,Manitoba,Males,3,0.0,0.0,27400.0,4800.0,3400.0,0.0,0.0,1300.0,3200.0,0.0,3000.0,0.0
2003,Manitoba,Males,4,0.0,0.0,103200.0,2800.0,1300.0,1200.0,0.0,0.0,1300.0,0.0,2100.0,0.0
2003,New Brunswick,Females,1,800.0,12800.0,5800.0,18800.0,5600.0,10800.0,1600.0,0.0,5400.0,1600.0,0.0,0.0
2003,New Brunswick,Females,2,2000.0,2100.0,53400.0,10000.0,18600.0,6100.0,2400.0,1500.0,16600.0,1300.0,0.0,2000.0
2003,New Brunswick,Females,3,0.0,0.0,42800.0,3400.0,4100.0,2400.0,0.0,0.0,3800.0,0.0,2200.0,0.0
2003,New Brunswick,Females,4,0.0,0.0,85700.0,0.0,0.0,18600.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,New Brunswick,Males,1,1900.0,13600.0,4400.0,18200.0,13100.0,12000.0,1300.0,0.0,12200.0,0.0,0.0,1000.0
2003,New Brunswick,Males,2,1300.0,1500.0,24900.0,8000.0,33200.0,3700.0,600.0,2600.0,27700.0,0.0,0.0,5400.0
2003,New Brunswick,Males,3,0.0,0.0,30300.0,2800.0,6800.0,0.0,0.0,0.0,5800.0,0.0,1800.0,1000.0
2003,New Brunswick,Males,4,0.0,0.0,73700.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,0.0
2003,Newfoundland and Labrador,Females,1,0.0,9400.0,6300.0,13200.0,8800.0,11800.0,1700.0,0.0,8600.0,0.0,0.0,0.0
